Year,Week,Type,Team Name,Home/Away,Points For,Points Against,Win,Loss,Opponent Team Name
2023,16,Regular,I Watch Basketbal,Home,1486,1278,1,0,Team Chigga
2023,17,Regular,I Watch Basketbal,Away,1127,1348,0,1,Keegan It Real
2023,18,Regular,I Watch Basketbal,Home,1408,1606,0,1,New Jersey Eren
2023,19,Regular,I Watch Basketbal,Away,709,1411,0,1,The Bronx Orthodox Church
2023,20,Regular,I Watch Basketbal,Home,648,1337,0,1,Who Invited This Kid?
2023,21,Regular,I Watch Basketbal,Away,1349,1418,0,1,Team Chigga
2023,22,Playoffs,I Watch Basketbal,Away,1013,1119,0,1,Who Invited This Kid?
2023,23,Playoffs,I Watch Basketbal,Home,1286,340,1,0,NY L-Eat Gang
2023,24,Playoffs,I Watch Basketbal,Home,1000,795,1,0,Keegan It Real
2024,1,Regular,Keegan It Real,Home,1276,1227,1,0,Team Chigga
2024,2,Regular,Keegan It Real,Home,1805,1600,1,0,New Jersey Eren
2024,3,Regular,Keegan It Real,Away,1517,1232,1,0,Who Invited This Kid?
2024,4,Regular,Keegan It Real,Home,1867,1462,1,0,For All the bullDawgs
2024,5,Regular,Keegan It Real,Home,1637,1434,1,0,The Bronx Orthodox Church
2024,6,Regular,Keegan It Real,Away,1664,1420,1,0,NYC Chopp Cheese
2024,7,Regular,Keegan It Real,Home,736,825,0,1,Paulie Gee's
2024,8,Regular,Keegan It Real,Away,1811,1787,1,0,I Watch Basketbal
2024,9,Regular,Keegan It Real,Away,1719,1342,1,0,The Bronx Orthodox Church
2024,10,Regular,Keegan It Real,Away,1725,1384,1,0,Team Chigga
2024,11,Regular,Keegan It Real,Away,1720,1796,0,1,New Jersey Eren
2024,12,Regular,Keegan It Real,Home,1619,1354,1,0,Who Invited This Kid?
2024,13,Regular,Keegan It Real,Home,1751,896,1,0,Pooh Shaisty
2024,14,Regular,Keegan It Real,Away,1830,869,1,0,For All the bullDawgs
2024,15,Regular,Keegan It Real,Home,1890,1881,1,0,NYC Chopp Cheese
2024,16,Regular,Keegan It Real,Away,1453,1049,1,0,Paulie Gee's
2024,17,Regular,Keegan It Real,Home,2499,2124,1,0,I Watch Basketbal
2024,18,Regular,Keegan It Real,Away,1738,1213,1,0,Pooh Shaisty
2024,19,Regular,Keegan It Real,Home,1528,1553,0,1,For All the bullDawgs
2024,20,Regular,Keegan It Real,Away,1619,1272,1,0,NYC Chopp Cheese
2024,21,Playoffs,Keegan It Real,Home,1821,1839,0,1,Team Chigga
2024,22,Playoffs,Keegan It Real,Home,1567,1276,1,0,I Watch Basketbal
2024,1,Regular,New Jersey Eren,Home,1333,888,1,0,Who Invited This Kid?
2024,2,Regular,New Jersey Eren,Away,1600,1805,0,1,Keegan It Real
2024,3,Regular,New Jersey Eren,Away,1530,1402,1,0,The Bronx Orthodox Church
2024,4,Regular,New Jersey Eren,Home,1604,1230,1,0,Team Chigga
2024,5,Regular,New Jersey Eren,Home,1699,1484,1,0,Pooh Shaisty
2024,6,Regular,New Jersey Eren,Away,1489,819,1,0,For All the bullDawgs
2024,7,Regular,New Jersey Eren,Home,971,901,1,0,NYC Chopp Cheese
2024,8,Regular,New Jersey Eren,Away,1950,1418,1,0,Paulie Gee's
2024,9,Regular,New Jersey Eren,Home,1713,1508,1,0,I Watch Basketbal
2024,10,Regular,New Jersey Eren,Away,1518,1402,1,0,Who Invited This Kid?
2024,11,Regular,New Jersey Eren,Home,1796,1720,1,0,Keegan It Real
2024,12,Regular,New Jersey Eren,Home,1467,1511,0,1,The Bronx Orthodox Church
2024,13,Regular,New Jersey Eren,Away,1546,1441,1,0,Team Chigga
2024,14,Regular,New Jersey Eren,Away,1670,1435,1,0,Pooh Shaisty
2024,15,Regular,New Jersey Eren,Home,1670,970,1,0,For All the bullDawgs
2024,16,Regular,New Jersey Eren,Away,922,1636,0,1,NYC Chopp Cheese
2024,17,Regular,New Jersey Eren,Home,1371,1543,0,1,Paulie Gee's
2024,18,Regular,New Jersey Eren,Away,1466,1550,0,1,I Watch Basketbal
2024,19,Regular,New Jersey Eren,Home,1542,1665,0,1,Pooh Shaisty
2024,20,Regular,New Jersey Eren,Away,964,1199,0,1,For All the bullDawgs
2024,21,Playoffs,New Jersey Eren,Home,790,1641,0,1,NYC Chopp Cheese
2024,22,Playoffs,New Jersey Eren,Home,1110,918,1,0,Pooh Shaisty
2024,23,Playoffs,New Jersey Eren,Home,1019,1138,0,1,Pooh Shaisty
2024,1,Regular,Team Chigga,Away,1227,1276,0,1,Keegan It Real
2024,2,Regular,Team Chigga,Home,1454,1411,1,0,The Bronx Orthodox Church
2024,3,Regular,Team Chigga,Home,1386,1336,1,0,NYC Chopp Cheese
2024,4,Regular,Team Chigga,Away,1230,1604,0,1,New Jersey Eren
2024,5,Regular,Team Chigga,Home,1623,1389,1,0,Who Invited This Kid?
2024,6,Regular,Team Chigga,Away,1293,1068,1,0,Paulie Gee's
2024,7,Regular,Team Chigga,Home,925,1015,0,1,I Watch Basketbal
2024,8,Regular,Team Chigga,Away,1826,2011,0,1,Pooh Shaisty
2024,9,Regular,Team Chigga,Away,1482,1198,1,0,Who Invited This Kid?
2024,10,Regular,Team Chigga,Home,1384,1725,0,1,Keegan It Real
2024,11,Regular,Team Chigga,Away,1573,1305,1,0,The Bronx Orthodox Church
2024,12,Regular,Team Chigga,Home,1428,767,1,0,For All the bullDawgs
2024,13,Regular,Team Chigga,Home,1441,1546,0,1,New Jersey Eren
2024,14,Regular,Team Chigga,Away,1243,1456,0,1,NYC Chopp Cheese
2024,15,Regular,Team Chigga,Home,1741,858,1,0,Paulie Gee's
2024,16,Regular,Team Chigga,Away,1508,1824,0,1,I Watch Basketbal
2024,17,Regular,Team Chigga,Home,1841,1756,1,0,Pooh Shaisty
2024,18,Regular,Team Chigga,Away,1468,1108,1,0,For All the bullDawgs
2024,19,Regular,Team Chigga,Home,1678,1211,1,0,NYC Chopp Cheese
2024,20,Regular,Team Chigga,Away,1748,1452,1,0,Paulie Gee's
2024,21,Playoffs,Team Chigga,Away,1609,1105,1,0,Pooh Shaisty
2024,22,Playoffs,Team Chigga,Away,1839,1821,1,0,Keegan It Real
2024,23,Playoffs,Team Chigga,Home,1701,1491,1,0,NYC Chopp Cheese
2024,1,Regular,Who Invited This Kid?,Away,888,1333,0,1,New Jersey Eren
2024,2,Regular,Who Invited This Kid?,Home,984,1070,0,1,Paulie Gee's
2024,3,Regular,Who Invited This Kid?,Home,1232,1517,0,1,Keegan It Real
2024,4,Regular,Who Invited This Kid?,Away,1271,1420,0,1,The Bronx Orthodox Church
2024,5,Regular,Who Invited This Kid?,Away,1389,1623,0,1,Team Chigga
2024,6,Regular,Who Invited This Kid?,Away,968,1510,0,1,I Watch Basketbal
2024,7,Regular,Who Invited This Kid?,Home,752,758,0,1,Pooh Shaisty
2024,8,Regular,Who Invited This Kid?,Away,1010,938,1,0,For All the bullDawgs
2024,9,Regular,Who Invited This Kid?,Home,1198,1482,0,1,Team Chigga
2024,10,Regular,Who Invited This Kid?,Home,1402,1518,0,1,New Jersey Eren
2024,11,Regular,Who Invited This Kid?,Home,1453,1411,1,0,NYC Chopp Cheese
2024,12,Regular,Who Invited This Kid?,Away,1354,1619,0,1,Keegan It Real
2024,13,Regular,Who Invited This Kid?,Home,1388,1657,0,1,The Bronx Orthodox Church
2024,14,Regular,Who Invited This Kid?,Away,1386,1172,1,0,Paulie Gee's
2024,15,Regular,Who Invited This Kid?,Home,1424,1626,0,1,I Watch Basketbal
2024,16,Regular,Who Invited This Kid?,Away,1491,1532,0,1,Pooh Shaisty
2024,17,Regular,Who Invited This Kid?,Home,2011,1226,1,0,For All the bullDawgs
2024,18,Regular,Who Invited This Kid?,Away,1053,1276,0,1,NYC Chopp Cheese
2024,19,Regular,Who Invited This Kid?,Home,1209,690,1,0,Paulie Gee's
2024,20,Regular,Who Invited This Kid?,Away,1266,1519,0,1,I Watch Basketbal
2024,21,Playoffs,Who Invited This Kid?,Away,997,610,1,0,The Bronx Orthodox Church
2024,22,Playoffs,Who Invited This Kid?,Home,911,1257,0,1,Paulie Gee's
2024,23,Playoffs,Who Invited This Kid?,Away,1357,843,1,0,The Bronx Orthodox Church
2024,1,Regular,Paulie Gee's,Away,1090,1276,0,1,Pooh Shaisty
2024,2,Regular,Paulie Gee's,Away,1070,984,1,0,Who Invited This Kid?
2024,3,Regular,Paulie Gee's,Home,1180,1190,0,1,For All the bullDawgs
2024,4,Regular,Paulie Gee's,Away,1128,1174,0,1,I Watch Basketbal
2024,5,Regular,Paulie Gee's,Away,1202,1257,0,1,NYC Chopp Cheese
2024,6,Regular,Paulie Gee's,Home,1068,1293,0,1,Team Chigga
2024,7,Regular,Paulie Gee's,Away,825,736,1,0,Keegan It Real
2024,8,Regular,Paulie Gee's,Home,1418,1950,0,1,New Jersey Eren
2024,9,Regular,Paulie Gee's,Home,916,1652,0,1,Pooh Shaisty
2024,10,Regular,Paulie Gee's,Away,1046,1531,0,1,The Bronx Orthodox Church
2024,11,Regular,Paulie Gee's,Away,872,1087,0,1,For All the bullDawgs
2024,12,Regular,Paulie Gee's,Home,1139,1197,0,1,I Watch Basketbal
2024,13,Regular,Paulie Gee's,Home,1030,1492,0,1,NYC Chopp Cheese
2024,14,Regular,Paulie Gee's,Home,1172,1386,0,1,Who Invited This Kid?
2024,15,Regular,Paulie Gee's,Away,858,1741,0,1,Team Chigga
2024,16,Regular,Paulie Gee's,Home,1049,1453,0,1,Keegan It Real
2024,17,Regular,Paulie Gee's,Away,1543,1371,1,0,New Jersey Eren
2024,18,Regular,Paulie Gee's,Home,962,1221,0,1,The Bronx Orthodox Church
2024,19,Regular,Paulie Gee's,Away,690,1209,0,1,Who Invited This Kid?
2024,20,Regular,Paulie Gee's,Home,1452,1748,0,1,Team Chigga
2024,21,Playoffs,Paulie Gee's,Away,1237,1059,1,0,For All the bullDawgs
2024,22,Playoffs,Paulie Gee's,Away,1257,911,1,0,Who Invited This Kid?
2024,23,Playoffs,Paulie Gee's,Away,1404,910,1,0,For All the bullDawgs
2024,1,Regular,For All the bullDawgs,Home,478,951,0,1,NYC Chopp Cheese
2024,2,Regular,For All the bullDawgs,Home,941,1595,0,1,Pooh Shaisty
2024,3,Regular,For All the bullDawgs,Away,1190,1180,1,0,Paulie Gee's
2024,4,Regular,For All the bullDawgs,Away,1462,1867,0,1,Keegan It Real
2024,5,Regular,For All the bullDawgs,Home,1118,1247,0,1,I Watch Basketbal
2024,6,Regular,For All the bullDawgs,Home,819,1489,0,1,New Jersey Eren
2024,7,Regular,For All the bullDawgs,Away,594,723,0,1,The Bronx Orthodox Church
2024,8,Regular,For All the bullDawgs,Home,938,1010,0,1,Who Invited This Kid?
2024,9,Regular,For All the bullDawgs,Away,1034,1421,0,1,NYC Chopp Cheese
2024,10,Regular,For All the bullDawgs,Away,622,1707,0,1,Pooh Shaisty
2024,11,Regular,For All the bullDawgs,Home,1087,872,1,0,Paulie Gee's
2024,12,Regular,For All the bullDawgs,Away,767,1428,0,1,Team Chigga
2024,13,Regular,For All the bullDawgs,Away,814,1311,0,1,I Watch Basketbal
2024,14,Regular,For All the bullDawgs,Home,869,1830,0,1,Keegan It Real
2024,15,Regular,For All the bullDawgs,Away,970,1670,0,1,New Jersey Eren
2024,16,Regular,For All the bullDawgs,Home,1017,1026,0,1,The Bronx Orthodox Church
2024,17,Regular,For All the bullDawgs,Away,1226,2011,0,1,Who Invited This Kid?
2024,18,Regular,For All the bullDawgs,Home,1108,1468,0,1,Team Chigga
2024,19,Regular,For All the bullDawgs,Away,1553,1528,1,0,Keegan It Real
2024,20,Regular,For All the bullDawgs,Home,1199,964,1,0,New Jersey Eren
2024,21,Playoffs,For All the bullDawgs,Home,1059,1237,0,1,Paulie Gee's
2024,22,Playoffs,For All the bullDawgs,Away,1078,804,1,0,The Bronx Orthodox Church
2024,23,Playoffs,For All the bullDawgs,Home,910,1404,0,1,Paulie Gee's
2024,1,Regular,Pooh Shaisty,Home,1276,1090,1,0,Paulie Gee's
2024,2,Regular,Pooh Shaisty,Away,1595,941,1,0,For All the bullDawgs
2024,3,Regular,Pooh Shaisty,Away,1369,1300,1,0,I Watch Basketbal
2024,4,Regular,Pooh Shaisty,Home,1594,1280,1,0,NYC Chopp Cheese
2024,5,Regular,Pooh Shaisty,Away,1484,1699,0,1,New Jersey Eren
2024,6,Regular,Pooh Shaisty,Home,1482,1484,0,1,The Bronx Orthodox Church
2024,7,Regular,Pooh Shaisty,Away,758,752,1,0,Who Invited This Kid?
2024,8,Regular,Pooh Shaisty,Home,2011,1826,1,0,Team Chigga
2024,9,Regular,Pooh Shaisty,Away,1652,916,1,0,Paulie Gee's
2024,10,Regular,Pooh Shaisty,Home,1707,622,1,0,For All the bullDawgs
2024,11,Regular,Pooh Shaisty,Home,1320,1531,0,1,I Watch Basketbal
2024,12,Regular,Pooh Shaisty,Away,1511,1397,1,0,NYC Chopp Cheese
2024,13,Regular,Pooh Shaisty,Away,896,1751,0,1,Keegan It Real
2024,14,Regular,Pooh Shaisty,Home,1435,1670,0,1,New Jersey Eren
2024,15,Regular,Pooh Shaisty,Away,1731,1562,1,0,The Bronx Orthodox Church
2024,16,Regular,Pooh Shaisty,Home,1532,1491,1,0,Who Invited This Kid?
2024,17,Regular,Pooh Shaisty,Away,1756,1841,0,1,Team Chigga
2024,18,Regular,Pooh Shaisty,Home,1213,1738,0,1,Keegan It Real
2024,19,Regular,Pooh Shaisty,Away,1665,1542,1,0,New Jersey Eren
2024,20,Regular,Pooh Shaisty,Home,1234,1166,1,0,The Bronx Orthodox Church
2024,21,Playoffs,Pooh Shaisty,Home,1105,1609,0,1,Team Chigga
2024,22,Playoffs,Pooh Shaisty,Away,918,1110,0,1,New Jersey Eren
2024,23,Playoffs,Pooh Shaisty,Away,1138,1019,1,0,New Jersey Eren
2024,1,Regular,The Bronx Orthodox Church,Home,1117,1111,1,0,I Watch Basketbal
2024,2,Regular,The Bronx Orthodox Church,Away,1411,1454,0,1,Team Chigga
2024,3,Regular,The Bronx Orthodox Church,Home,1402,1530,0,1,New Jersey Eren
2024,4,Regular,The Bronx Orthodox Church,Home,1420,1271,1,0,Who Invited This Kid?
2024,5,Regular,The Bronx Orthodox Church,Away,1434,1637,0,1,Keegan It Real
2024,6,Regular,The Bronx Orthodox Church,Away,1484,1482,1,0,Pooh Shaisty
2024,7,Regular,The Bronx Orthodox Church,Home,723,594,1,0,For All the bullDawgs
2024,8,Regular,The Bronx Orthodox Church,Away,1365,1615,0,1,NYC Chopp Cheese
2024,9,Regular,The Bronx Orthodox Church,Home,1342,1719,0,1,Keegan It Real
2024,10,Regular,The Bronx Orthodox Church,Home,1531,1046,1,0,Paulie Gee's
2024,11,Regular,The Bronx Orthodox Church,Home,1305,1573,0,1,Team Chigga
2024,12,Regular,The Bronx Orthodox Church,Away,1511,1467,1,0,New Jersey Eren
2024,13,Regular,The Bronx Orthodox Church,Away,1657,1388,1,0,Who Invited This Kid?
2024,14,Regular,The Bronx Orthodox Church,Away,1349,1636,0,1,I Watch Basketbal
2024,15,Regular,The Bronx Orthodox Church,Home,1562,1731,0,1,Pooh Shaisty
2024,16,Regular,The Bronx Orthodox Church,Away,1026,1017,1,0,For All the bullDawgs
2024,17,Regular,The Bronx Orthodox Church,Home,1871,1748,1,0,NYC Chopp Cheese
2024,18,Regular,The Bronx Orthodox Church,Away,1221,962,1,0,Paulie Gee's
2024,19,Regular,The Bronx Orthodox Church,Home,1620,1785,0,1,I Watch Basketbal
2024,20,Regular,The Bronx Orthodox Church,Away,1166,1234,0,1,Pooh Shaisty
2024,21,Playoffs,The Bronx Orthodox Church,Home,610,997,0,1,Who Invited This Kid?
2024,22,Playoffs,The Bronx Orthodox Church,Home,804,1078,0,1,For All the bullDawgs
2024,23,Playoffs,The Bronx Orthodox Church,Home,843,1357,0,1,Who Invited This Kid?
2024,1,Regular,NYC Chopp Cheese,Away,951,478,1,0,For All the bullDawgs
2024,2,Regular,NYC Chopp Cheese,Home,1540,1388,1,0,I Watch Basketbal
2024,3,Regular,NYC Chopp Cheese,Away,1336,1386,0,1,Team Chigga
2024,4,Regular,NYC Chopp Cheese,Away,1280,1594,0,1,Pooh Shaisty
2024,5,Regular,NYC Chopp Cheese,Home,1257,1202,1,0,Paulie Gee's
2024,6,Regular,NYC Chopp Cheese,Home,1420,1664,0,1,Keegan It Real
2024,7,Regular,NYC Chopp Cheese,Away,901,971,0,1,New Jersey Eren
2024,8,Regular,NYC Chopp Cheese,Home,1615,1365,1,0,The Bronx Orthodox Church
2024,9,Regular,NYC Chopp Cheese,Home,1421,1034,1,0,For All the bullDawgs
2024,10,Regular,NYC Chopp Cheese,Away,1758,1697,1,0,I Watch Basketbal
2024,11,Regular,NYC Chopp Cheese,Away,1411,1453,0,1,Who Invited This Kid?
2024,12,Regular,NYC Chopp Cheese,Home,1397,1511,0,1,Pooh Shaisty
2024,13,Regular,NYC Chopp Cheese,Away,1492,1030,1,0,Paulie Gee's
2024,14,Regular,NYC Chopp Cheese,Home,1456,1243,1,0,Team Chigga
2024,15,Regular,NYC Chopp Cheese,Away,1881,1890,0,1,Keegan It Real
2024,16,Regular,NYC Chopp Cheese,Home,1636,922,1,0,New Jersey Eren
2024,17,Regular,NYC Chopp Cheese,Away,1748,1871,0,1,The Bronx Orthodox Church
2024,18,Regular,NYC Chopp Cheese,Home,1276,1053,1,0,Who Invited This Kid?
2024,19,Regular,NYC Chopp Cheese,Away,1211,1678,0,1,Team Chigga
2024,20,Regular,NYC Chopp Cheese,Home,1272,1619,0,1,Keegan It Real
2024,21,Playoffs,NYC Chopp Cheese,Away,1641,790,1,0,New Jersey Eren
2024,22,Playoffs,NYC Chopp Cheese,Away,1816,1813,1,0,I Watch Basketbal
2024,23,Playoffs,NYC Chopp Cheese,Away,1491,1701,0,1,Team Chigga
2024,1,Regular,I Watch Basketbal,Away,1111,1117,0,1,The Bronx Orthodox Church
2024,2,Regular,I Watch Basketbal,Away,1388,1540,0,1,NYC Chopp Cheese
2024,3,Regular,I Watch Basketbal,Home,1300,1369,0,1,Pooh Shaisty
2024,4,Regular,I Watch Basketbal,Home,1174,1128,1,0,Paulie Gee's
2024,5,Regular,I Watch Basketbal,Away,1247,1118,1,0,For All the bullDawgs
2024,6,Regular,I Watch Basketbal,Home,1510,968,1,0,Who Invited This Kid?
2024,7,Regular,I Watch Basketbal,Away,1015,925,1,0,Team Chigga
2024,8,Regular,I Watch Basketbal,Home,1787,1811,0,1,Keegan It Real
2024,9,Regular,I Watch Basketbal,Away,1508,1713,0,1,New Jersey Eren
2024,10,Regular,I Watch Basketbal,Home,1697,1758,0,1,NYC Chopp Cheese
2024,11,Regular,I Watch Basketbal,Away,1531,1320,1,0,Pooh Shaisty
2024,12,Regular,I Watch Basketbal,Away,1197,1139,1,0,Paulie Gee's
2024,13,Regular,I Watch Basketbal,Home,1311,814,1,0,For All the bullDawgs
2024,14,Regular,I Watch Basketbal,Home,1636,1349,1,0,The Bronx Orthodox Church
2024,15,Regular,I Watch Basketbal,Away,1626,1424,1,0,Who Invited This Kid?
2024,16,Regular,I Watch Basketbal,Home,1824,1508,1,0,Team Chigga
2024,17,Regular,I Watch Basketbal,Away,2124,2499,0,1,Keegan It Real
2024,18,Regular,I Watch Basketbal,Home,1550,1466,1,0,New Jersey Eren
2024,19,Regular,I Watch Basketbal,Away,1785,1620,1,0,The Bronx Orthodox Church
2024,20,Regular,I Watch Basketbal,Home,1519,1266,1,0,Who Invited This Kid?
2024,21,Playoffs,I Watch Basketbal,Home,1813,1816,0,1,NYC Chopp Cheese
2024,22,Playoffs,I Watch Basketbal,Away,1276,1567,0,1,Keegan It Real