Year,Week,Type,Team Name,Team ID,Owner,Home/Away,Points For,Points Against,Win,Loss,Opponent Team Name,Opponent Team ID,Opponent Owner
2022,2,Regular,Monjizl Wanker Lads,1,Frank,Away,1457.0,1369.0,1,0,L-Eat Gang,11,Ibteda
2022,3,Regular,Monjizl Wanker Lads,1,Frank,Home,1319.0,1375.0,0,1,Fuck Kevin Garnett,5,Shayan
2022,4,Regular,Monjizl Wanker Lads,1,Frank,Home,1114.0,1648.0,0,1,The Bronx Gangbangers,13,Arian
2022,5,Regular,Monjizl Wanker Lads,1,Frank,Away,1286.0,1237.0,1,0,Who Invited This Kid?,7,Jooahn
2022,6,Regular,Monjizl Wanker Lads,1,Frank,Home,896.0,1288.0,0,1,Michigan Wolversemen,12,Semanto
2022,7,Regular,Monjizl Wanker Lads,1,Frank,Away,1009.0,1354.0,0,1,Benâ€™s Sons,10,Benson
2022,8,Regular,Monjizl Wanker Lads,1,Frank,Home,1048.0,731.0,1,0,NYC Chopp Cheese,16,Allen
2022,9,Regular,Monjizl Wanker Lads,1,Frank,Away,1001.0,1051.0,0,1,Team nunu man ,6,Tahmeed
2022,10,Regular,Monjizl Wanker Lads,1,Frank,Home,625.0,759.0,0,1,My Entire Team  Suggs,4,Paul
2022,11,Regular,Monjizl Wanker Lads,1,Frank,Away,567.0,1090.0,0,1,The Taste of Lavar's Balls,8,Jonathan
2022,12,Regular,Monjizl Wanker Lads,1,Frank,Away,769.0,1461.0,0,1,New Jersey Eren,2,Eren
2022,13,Regular,Monjizl Wanker Lads,1,Frank,Home,1130.0,814.0,1,0,L-Eat Gang,11,Ibteda
2022,14,Regular,Monjizl Wanker Lads,1,Frank,Away,1607.0,1080.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,15,Regular,Monjizl Wanker Lads,1,Frank,Away,1269.0,1147.0,1,0,The Bronx Gangbangers,13,Arian
2022,16,Regular,Monjizl Wanker Lads,1,Frank,Home,1437.0,1446.0,0,1,Who Invited This Kid?,7,Jooahn
2022,17,Regular,Monjizl Wanker Lads,1,Frank,Home,1186.0,1173.0,1,0,Michigan Wolversemen,12,Semanto
2022,18,Regular,Monjizl Wanker Lads,1,Frank,Away,1803.0,1387.0,1,0,Benâ€™s Sons,10,Benson
2022,19,Regular,Monjizl Wanker Lads,1,Frank,Home,1207.0,1143.0,1,0,NYC Chopp Cheese,16,Allen
2022,20,Regular,Monjizl Wanker Lads,1,Frank,Away,1388.0,762.0,1,0,Team nunu man ,6,Tahmeed
2022,21,Regular,Monjizl Wanker Lads,1,Frank,Home,989.0,920.0,1,0,NYC Chopp Cheese,16,Allen
2022,22,Playoffs,Monjizl Wanker Lads,1,Frank,Home,1170.0,1216.0,0,1,L-Eat Gang,11,Ibteda
2022,23,Playoffs,Monjizl Wanker Lads,1,Frank,Home,1103.0,1195.0,0,1,My Entire Team  Suggs,4,Paul
2022,24,Playoffs,Monjizl Wanker Lads,1,Frank,Home,674.0,1087.0,0,1,The Taste of Lavar's Balls,8,Jonathan
2022,1,Regular,New Jersey Eren,2,Eren,Away,839.0,1025.0,0,1,Monjizl Wanker Lads,1,Frank
2022,2,Regular,New Jersey Eren,2,Eren,Home,1190.0,1267.0,0,1,The Bronx Gangbangers,13,Arian
2022,3,Regular,New Jersey Eren,2,Eren,Away,1257.0,1273.0,0,1,L-Eat Gang,11,Ibteda
2022,4,Regular,New Jersey Eren,2,Eren,Home,1271.0,1020.0,1,0,Who Invited This Kid?,7,Jooahn
2022,5,Regular,New Jersey Eren,2,Eren,Away,1201.0,924.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,6,Regular,New Jersey Eren,2,Eren,Home,763.0,1243.0,0,1,Benâ€™s Sons,10,Benson
2022,7,Regular,New Jersey Eren,2,Eren,Away,1049.0,617.0,1,0,NYC Chopp Cheese,16,Allen
2022,8,Regular,New Jersey Eren,2,Eren,Home,1307.0,715.0,1,0,Team nunu man ,6,Tahmeed
2022,9,Regular,New Jersey Eren,2,Eren,Away,1319.0,897.0,1,0,My Entire Team  Suggs,4,Paul
2022,10,Regular,New Jersey Eren,2,Eren,Home,828.0,929.0,0,1,The Taste of Lavar's Balls,8,Jonathan
2022,11,Regular,New Jersey Eren,2,Eren,Away,1081.0,1120.0,0,1,Michigan Wolversemen,12,Semanto
2022,12,Regular,New Jersey Eren,2,Eren,Home,1461.0,769.0,1,0,Monjizl Wanker Lads,1,Frank
2022,13,Regular,New Jersey Eren,2,Eren,Away,1397.0,871.0,1,0,The Bronx Gangbangers,13,Arian
2022,14,Regular,New Jersey Eren,2,Eren,Home,1599.0,1096.0,1,0,L-Eat Gang,11,Ibteda
2022,15,Regular,New Jersey Eren,2,Eren,Away,1385.0,1256.0,1,0,Who Invited This Kid?,7,Jooahn
2022,16,Regular,New Jersey Eren,2,Eren,Home,1510.0,981.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,17,Regular,New Jersey Eren,2,Eren,Home,1195.0,1195.0,0,1,Benâ€™s Sons,10,Benson
2022,18,Regular,New Jersey Eren,2,Eren,Away,1294.0,1212.0,1,0,NYC Chopp Cheese,16,Allen
2022,19,Regular,New Jersey Eren,2,Eren,Home,963.0,800.0,1,0,Team nunu man ,6,Tahmeed
2022,20,Regular,New Jersey Eren,2,Eren,Away,1261.0,1045.0,1,0,My Entire Team  Suggs,4,Paul
2022,21,Regular,New Jersey Eren,2,Eren,Home,1239.0,1152.0,1,0,Benâ€™s Sons,10,Benson
2022,22,Playoffs,New Jersey Eren,2,Eren,Home,1634.0,1433.0,1,0,My Entire Team  Suggs,4,Paul
2022,23,Playoffs,New Jersey Eren,2,Eren,Away,2004.0,1382.0,1,0,Who Invited This Kid?,7,Jooahn
2022,24,Playoffs,New Jersey Eren,2,Eren,Away,1467.0,1207.0,1,0,Michigan Wolversemen,12,Semanto
2022,1,Regular,My Entire Team  Suggs,4,Paul,Away,1034.0,1020.0,1,0,Team nunu man ,6,Tahmeed
2022,2,Regular,My Entire Team  Suggs,4,Paul,Home,1039.0,1100.0,0,1,Michigan Wolversemen,12,Semanto
2022,3,Regular,My Entire Team  Suggs,4,Paul,Home,1206.0,1540.0,0,1,Benâ€™s Sons,10,Benson
2022,4,Regular,My Entire Team  Suggs,4,Paul,Away,1229.0,1056.0,1,0,NYC Chopp Cheese,16,Allen
2022,5,Regular,My Entire Team  Suggs,4,Paul,Home,1250.0,1246.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,6,Regular,My Entire Team  Suggs,4,Paul,Away,1322.0,1324.0,0,1,L-Eat Gang,11,Ibteda
2022,7,Regular,My Entire Team  Suggs,4,Paul,Home,999.0,1254.0,0,1,Who Invited This Kid?,7,Jooahn
2022,8,Regular,My Entire Team  Suggs,4,Paul,Away,1181.0,1055.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,9,Regular,My Entire Team  Suggs,4,Paul,Home,897.0,1319.0,0,1,New Jersey Eren,2,Eren
2022,10,Regular,My Entire Team  Suggs,4,Paul,Away,759.0,625.0,1,0,Monjizl Wanker Lads,1,Frank
2022,11,Regular,My Entire Team  Suggs,4,Paul,Home,1081.0,930.0,1,0,The Bronx Gangbangers,13,Arian
2022,12,Regular,My Entire Team  Suggs,4,Paul,Home,1116.0,913.0,1,0,Team nunu man ,6,Tahmeed
2022,13,Regular,My Entire Team  Suggs,4,Paul,Away,1115.0,1204.0,0,1,Michigan Wolversemen,12,Semanto
2022,14,Regular,My Entire Team  Suggs,4,Paul,Away,1243.0,1185.0,1,0,Benâ€™s Sons,10,Benson
2022,15,Regular,My Entire Team  Suggs,4,Paul,Home,1099.0,1003.0,1,0,NYC Chopp Cheese,16,Allen
2022,16,Regular,My Entire Team  Suggs,4,Paul,Away,1289.0,931.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,17,Regular,My Entire Team  Suggs,4,Paul,Away,1000.0,1143.0,0,1,L-Eat Gang,11,Ibteda
2022,18,Regular,My Entire Team  Suggs,4,Paul,Home,1283.0,1865.0,0,1,Who Invited This Kid?,7,Jooahn
2022,19,Regular,My Entire Team  Suggs,4,Paul,Away,1738.0,944.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,20,Regular,My Entire Team  Suggs,4,Paul,Home,1045.0,1261.0,0,1,New Jersey Eren,2,Eren
2022,21,Regular,My Entire Team  Suggs,4,Paul,Away,971.0,1272.0,0,1,Who Invited This Kid?,7,Jooahn
2022,22,Playoffs,My Entire Team  Suggs,4,Paul,Away,1433.0,1634.0,0,1,New Jersey Eren,2,Eren
2022,23,Playoffs,My Entire Team  Suggs,4,Paul,Away,1195.0,1103.0,1,0,Monjizl Wanker Lads,1,Frank
2022,24,Playoffs,My Entire Team  Suggs,4,Paul,Home,1073.0,415.0,1,0,Benâ€™s Sons,10,Benson
2022,1,Regular,Fuck Kevin Garnett,5,Shayan,Home,899.0,835.0,1,0,The Bronx Gangbangers,13,Arian
2022,2,Regular,Fuck Kevin Garnett,5,Shayan,Away,989.0,1342.0,0,1,Who Invited This Kid?,7,Jooahn
2022,3,Regular,Fuck Kevin Garnett,5,Shayan,Away,1375.0,1319.0,1,0,Monjizl Wanker Lads,1,Frank
2022,4,Regular,Fuck Kevin Garnett,5,Shayan,Home,1238.0,1477.0,0,1,L-Eat Gang,11,Ibteda
2022,5,Regular,Fuck Kevin Garnett,5,Shayan,Home,924.0,1201.0,0,1,New Jersey Eren,2,Eren
2022,6,Regular,Fuck Kevin Garnett,5,Shayan,Home,972.0,892.0,1,0,NYC Chopp Cheese,16,Allen
2022,7,Regular,Fuck Kevin Garnett,5,Shayan,Away,871.0,991.0,0,1,Team nunu man ,6,Tahmeed
2022,8,Regular,Fuck Kevin Garnett,5,Shayan,Home,1055.0,1181.0,0,1,My Entire Team  Suggs,4,Paul
2022,9,Regular,Fuck Kevin Garnett,5,Shayan,Away,809.0,1280.0,0,1,The Taste of Lavar's Balls,8,Jonathan
2022,10,Regular,Fuck Kevin Garnett,5,Shayan,Home,620.0,949.0,0,1,Michigan Wolversemen,12,Semanto
2022,11,Regular,Fuck Kevin Garnett,5,Shayan,Away,971.0,923.0,1,0,Benâ€™s Sons,10,Benson
2022,12,Regular,Fuck Kevin Garnett,5,Shayan,Away,1106.0,1166.0,0,1,The Bronx Gangbangers,13,Arian
2022,13,Regular,Fuck Kevin Garnett,5,Shayan,Home,846.0,1292.0,0,1,Who Invited This Kid?,7,Jooahn
2022,14,Regular,Fuck Kevin Garnett,5,Shayan,Home,1080.0,1607.0,0,1,Monjizl Wanker Lads,1,Frank
2022,15,Regular,Fuck Kevin Garnett,5,Shayan,Away,1180.0,968.0,1,0,L-Eat Gang,11,Ibteda
2022,16,Regular,Fuck Kevin Garnett,5,Shayan,Away,981.0,1510.0,0,1,New Jersey Eren,2,Eren
2022,17,Regular,Fuck Kevin Garnett,5,Shayan,Home,1005.0,1060.0,0,1,NYC Chopp Cheese,16,Allen
2022,18,Regular,Fuck Kevin Garnett,5,Shayan,Away,1268.0,1062.0,1,0,Team nunu man ,6,Tahmeed
2022,19,Regular,Fuck Kevin Garnett,5,Shayan,Home,944.0,1738.0,0,1,My Entire Team  Suggs,4,Paul
2022,20,Regular,Fuck Kevin Garnett,5,Shayan,Away,742.0,1088.0,0,1,The Taste of Lavar's Balls,8,Jonathan
2022,21,Regular,Fuck Kevin Garnett,5,Shayan,Home,908.0,1453.0,0,1,Michigan Wolversemen,12,Semanto
2022,22,Playoffs,Fuck Kevin Garnett,5,Shayan,Away,798.0,76.0,1,0,The Bronx Gangbangers,13,Arian
2022,23,Playoffs,Fuck Kevin Garnett,5,Shayan,Home,858.0,751.0,1,0,Team nunu man ,6,Tahmeed
2022,24,Playoffs,Fuck Kevin Garnett,5,Shayan,Home,763.0,903.0,0,1,NYC Chopp Cheese,16,Allen
2022,1,Regular,Team nunu man ,6,Tahmeed,Home,1020.0,1034.0,0,1,My Entire Team  Suggs,4,Paul
2022,2,Regular,Team nunu man ,6,Tahmeed,Home,1421.0,876.0,1,0,NYC Chopp Cheese,16,Allen
2022,3,Regular,Team nunu man ,6,Tahmeed,Away,985.0,1444.0,0,1,The Taste of Lavar's Balls,8,Jonathan
2022,4,Regular,Team nunu man ,6,Tahmeed,Away,1147.0,1141.0,1,0,Benâ€™s Sons,10,Benson
2022,5,Regular,Team nunu man ,6,Tahmeed,Home,1094.0,1097.0,0,1,Michigan Wolversemen,12,Semanto
2022,6,Regular,Team nunu man ,6,Tahmeed,Away,1192.0,1247.0,0,1,Who Invited This Kid?,7,Jooahn
2022,7,Regular,Team nunu man ,6,Tahmeed,Home,991.0,871.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,8,Regular,Team nunu man ,6,Tahmeed,Away,715.0,1307.0,0,1,New Jersey Eren,2,Eren
2022,9,Regular,Team nunu man ,6,Tahmeed,Home,1051.0,1001.0,1,0,Monjizl Wanker Lads,1,Frank
2022,10,Regular,Team nunu man ,6,Tahmeed,Away,765.0,586.0,1,0,The Bronx Gangbangers,13,Arian
2022,11,Regular,Team nunu man ,6,Tahmeed,Home,610.0,896.0,0,1,L-Eat Gang,11,Ibteda
2022,12,Regular,Team nunu man ,6,Tahmeed,Away,913.0,1116.0,0,1,My Entire Team  Suggs,4,Paul
2022,13,Regular,Team nunu man ,6,Tahmeed,Away,988.0,1106.0,0,1,NYC Chopp Cheese,16,Allen
2022,14,Regular,Team nunu man ,6,Tahmeed,Home,1233.0,890.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,15,Regular,Team nunu man ,6,Tahmeed,Home,710.0,1249.0,0,1,Benâ€™s Sons,10,Benson
2022,16,Regular,Team nunu man ,6,Tahmeed,Away,880.0,1161.0,0,1,Michigan Wolversemen,12,Semanto
2022,17,Regular,Team nunu man ,6,Tahmeed,Away,916.0,1330.0,0,1,Who Invited This Kid?,7,Jooahn
2022,18,Regular,Team nunu man ,6,Tahmeed,Home,1062.0,1268.0,0,1,Fuck Kevin Garnett,5,Shayan
2022,19,Regular,Team nunu man ,6,Tahmeed,Away,800.0,963.0,0,1,New Jersey Eren,2,Eren
2022,20,Regular,Team nunu man ,6,Tahmeed,Home,762.0,1388.0,0,1,Monjizl Wanker Lads,1,Frank
2022,21,Regular,Team nunu man ,6,Tahmeed,Away,877.0,1016.0,0,1,L-Eat Gang,11,Ibteda
2022,22,Playoffs,Team nunu man ,6,Tahmeed,Home,902.0,620.0,1,0,NYC Chopp Cheese,16,Allen
2022,23,Playoffs,Team nunu man ,6,Tahmeed,Away,751.0,858.0,0,1,Fuck Kevin Garnett,5,Shayan
2022,24,Playoffs,Team nunu man ,6,Tahmeed,Away,745.0,0.0,1,0,The Bronx Gangbangers,13,Arian
2022,1,Regular,Who Invited This Kid?,7,Jooahn,Home,1069.0,1083.0,0,1,L-Eat Gang,11,Ibteda
2022,2,Regular,Who Invited This Kid?,7,Jooahn,Home,1342.0,989.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,3,Regular,Who Invited This Kid?,7,Jooahn,Away,1451.0,1334.0,1,0,The Bronx Gangbangers,13,Arian
2022,4,Regular,Who Invited This Kid?,7,Jooahn,Away,1020.0,1271.0,0,1,New Jersey Eren,2,Eren
2022,5,Regular,Who Invited This Kid?,7,Jooahn,Home,1237.0,1286.0,0,1,Monjizl Wanker Lads,1,Frank
2022,6,Regular,Who Invited This Kid?,7,Jooahn,Home,1247.0,1192.0,1,0,Team nunu man ,6,Tahmeed
2022,7,Regular,Who Invited This Kid?,7,Jooahn,Away,1254.0,999.0,1,0,My Entire Team  Suggs,4,Paul
2022,8,Regular,Who Invited This Kid?,7,Jooahn,Home,1286.0,1077.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,9,Regular,Who Invited This Kid?,7,Jooahn,Away,902.0,1113.0,0,1,Michigan Wolversemen,12,Semanto
2022,10,Regular,Who Invited This Kid?,7,Jooahn,Home,674.0,737.0,0,1,Benâ€™s Sons,10,Benson
2022,11,Regular,Who Invited This Kid?,7,Jooahn,Away,1170.0,885.0,1,0,NYC Chopp Cheese,16,Allen
2022,12,Regular,Who Invited This Kid?,7,Jooahn,Away,1304.0,875.0,1,0,L-Eat Gang,11,Ibteda
2022,13,Regular,Who Invited This Kid?,7,Jooahn,Away,1292.0,846.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,14,Regular,Who Invited This Kid?,7,Jooahn,Home,1285.0,1059.0,1,0,The Bronx Gangbangers,13,Arian
2022,15,Regular,Who Invited This Kid?,7,Jooahn,Home,1256.0,1385.0,0,1,New Jersey Eren,2,Eren
2022,16,Regular,Who Invited This Kid?,7,Jooahn,Away,1446.0,1437.0,1,0,Monjizl Wanker Lads,1,Frank
2022,17,Regular,Who Invited This Kid?,7,Jooahn,Home,1330.0,916.0,1,0,Team nunu man ,6,Tahmeed
2022,18,Regular,Who Invited This Kid?,7,Jooahn,Away,1865.0,1283.0,1,0,My Entire Team  Suggs,4,Paul
2022,19,Regular,Who Invited This Kid?,7,Jooahn,Home,1321.0,769.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,20,Regular,Who Invited This Kid?,7,Jooahn,Away,1292.0,1262.0,1,0,Michigan Wolversemen,12,Semanto
2022,21,Regular,Who Invited This Kid?,7,Jooahn,Home,1272.0,971.0,1,0,My Entire Team  Suggs,4,Paul
2022,22,Playoffs,Who Invited This Kid?,7,Jooahn,Home,1440.0,1134.0,1,0,Benâ€™s Sons,10,Benson
2022,23,Playoffs,Who Invited This Kid?,7,Jooahn,Home,1382.0,2004.0,0,1,New Jersey Eren,2,Eren
2022,24,Playoffs,Who Invited This Kid?,7,Jooahn,Home,976.0,604.0,1,0,L-Eat Gang,11,Ibteda
2022,1,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1034.0,676.0,1,0,NYC Chopp Cheese,16,Allen
2022,2,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1306.0,1408.0,0,1,Benâ€™s Sons,10,Benson
2022,3,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1444.0,985.0,1,0,Team nunu man ,6,Tahmeed
2022,4,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1138.0,1212.0,0,1,Michigan Wolversemen,12,Semanto
2022,5,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1246.0,1250.0,0,1,My Entire Team  Suggs,4,Paul
2022,6,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1218.0,1140.0,1,0,The Bronx Gangbangers,13,Arian
2022,7,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1050.0,1261.0,0,1,L-Eat Gang,11,Ibteda
2022,8,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1077.0,1286.0,0,1,Who Invited This Kid?,7,Jooahn
2022,9,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1280.0,809.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,10,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,929.0,828.0,1,0,New Jersey Eren,2,Eren
2022,11,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1090.0,567.0,1,0,Monjizl Wanker Lads,1,Frank
2022,12,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1236.0,1101.0,1,0,NYC Chopp Cheese,16,Allen
2022,13,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,935.0,1290.0,0,1,Benâ€™s Sons,10,Benson
2022,14,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,890.0,1233.0,0,1,Team nunu man ,6,Tahmeed
2022,15,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,545.0,1416.0,0,1,Michigan Wolversemen,12,Semanto
2022,16,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,931.0,1289.0,0,1,My Entire Team  Suggs,4,Paul
2022,17,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1108.0,1256.0,0,1,The Bronx Gangbangers,13,Arian
2022,18,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1280.0,1663.0,0,1,L-Eat Gang,11,Ibteda
2022,19,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,769.0,1321.0,0,1,Who Invited This Kid?,7,Jooahn
2022,20,Regular,The Taste of Lavar's Balls,8,Jonathan,Home,1088.0,742.0,1,0,Fuck Kevin Garnett,5,Shayan
2022,21,Regular,The Taste of Lavar's Balls,8,Jonathan,Away,1154.0,1048.0,1,0,The Bronx Gangbangers,13,Arian
2022,22,Playoffs,The Taste of Lavar's Balls,8,Jonathan,Away,1229.0,1234.0,0,1,Michigan Wolversemen,12,Semanto
2022,23,Playoffs,The Taste of Lavar's Balls,8,Jonathan,Away,610.0,920.0,0,1,Benâ€™s Sons,10,Benson
2022,24,Playoffs,The Taste of Lavar's Balls,8,Jonathan,Away,1087.0,674.0,1,0,Monjizl Wanker Lads,1,Frank
2022,1,Regular,Benâ€™s Sons,10,Benson,Away,987.0,1029.0,0,1,Michigan Wolversemen,12,Semanto
2022,2,Regular,Benâ€™s Sons,10,Benson,Home,1408.0,1306.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,3,Regular,Benâ€™s Sons,10,Benson,Away,1540.0,1206.0,1,0,My Entire Team  Suggs,4,Paul
2022,4,Regular,Benâ€™s Sons,10,Benson,Home,1141.0,1147.0,0,1,Team nunu man ,6,Tahmeed
2022,5,Regular,Benâ€™s Sons,10,Benson,Away,1163.0,807.0,1,0,NYC Chopp Cheese,16,Allen
2022,6,Regular,Benâ€™s Sons,10,Benson,Away,1243.0,763.0,1,0,New Jersey Eren,2,Eren
2022,7,Regular,Benâ€™s Sons,10,Benson,Home,1354.0,1009.0,1,0,Monjizl Wanker Lads,1,Frank
2022,8,Regular,Benâ€™s Sons,10,Benson,Away,1252.0,1092.0,1,0,The Bronx Gangbangers,13,Arian
2022,9,Regular,Benâ€™s Sons,10,Benson,Home,717.0,1048.0,0,1,L-Eat Gang,11,Ibteda
2022,10,Regular,Benâ€™s Sons,10,Benson,Away,737.0,674.0,1,0,Who Invited This Kid?,7,Jooahn
2022,11,Regular,Benâ€™s Sons,10,Benson,Home,923.0,971.0,0,1,Fuck Kevin Garnett,5,Shayan
2022,12,Regular,Benâ€™s Sons,10,Benson,Home,1210.0,1450.0,0,1,Michigan Wolversemen,12,Semanto
2022,13,Regular,Benâ€™s Sons,10,Benson,Away,1290.0,935.0,1,0,The Taste of Lavar's Balls,8,Jonathan
2022,14,Regular,Benâ€™s Sons,10,Benson,Home,1185.0,1243.0,0,1,My Entire Team  Suggs,4,Paul
2022,15,Regular,Benâ€™s Sons,10,Benson,Away,1249.0,710.0,1,0,Team nunu man ,6,Tahmeed
2022,16,Regular,Benâ€™s Sons,10,Benson,Home,1135.0,1190.0,0,1,NYC Chopp Cheese,16,Allen
